session_id,user_id,ip_address,devices,OS,browser,date_login,date_logout
1611,112,163.208.82.116,desktop,Unknown,Mozilla,2021-08-05T23:02:57Z,2021-08-06 00:03:54 UTC
1612,113,131.107.88.68,smartphone,OS X,Puffin,2021-07-19T19:58:19Z,2021-07-19 20:23:55 UTC
1613,114,144.89.228.202,smartphone,Unknown,Chrome,2021-05-14T23:32:58Z,2021-05-14 23:41:57 UTC
1614,115,58.33.123.146,smartphone,Unknown,Whale Browser,2021-04-25T13:00:55Z,2021-04-25 15:52:51 UTC
1615,116,55.192.54.244,desktop,Unknown,Coc Coc,2021-08-08T10:08:46Z,2021-08-08 13:00:46 UTC
1616,117,126.123.107.163,TV,Unknown,Edge Legacy,2021-08-05T02:53:36Z,2021-08-05 05:36:53 UTC
1617,118,239.93.53.152,smartphone,Linux,Sony PS4,2021-07-21T20:29:59Z,2021-07-21 20:54:45 UTC
1618,119,185.108.146.184,desktop,Others,Mozilla,2021-06-18T11:08:48Z,2021-06-18 13:36:32 UTC
1619,120,88.115.0.122,smartphone,Others,Android,2021-08-12T04:45:21Z,2021-08-12 05:47:13 UTC
1620,121,202.212.245.189,smartphone,OS X,Maxthon,2021-01-18T04:35:12Z,2021-01-18 06:41:40 UTC
1621,122,40.199.133.98,smartphone,Unknown,360 Safe Browser,2021-08-13T05:37:15Z,2021-08-13 08:26:08 UTC
1622,123,162.122.94.141,desktop,Others,Samsung Internet,2021-05-28T07:00:35Z,2021-05-28 07:35:50 UTC
1623,124,252.118.123.229,smartphone,OS X,Edge,2021-09-14T15:25:40Z,2021-09-14 17:34:12 UTC
1624,125,13.36.255.0,TV,Unknown,Whale Browser,2021-01-11T07:22:29Z,2021-01-11 07:22:43 UTC
1625,126,90.39.154.201,smartphone,Linux,Samsung Internet,2021-10-23T10:58:36Z,2021-10-23 12:58:54 UTC
1626,127,49.8.164.246,desktop,Unknown,Edge Legacy,2021-04-04T04:41:38Z,2021-04-04 07:26:23 UTC
1627,128,222.224.82.23,TV,Chrome OS,Chrome,2021-05-28T19:30:12Z,2021-05-28 20:47:48 UTC
1628,129,78.195.153.179,TV,Others,Android,2021-05-07T19:47:45Z,2021-05-07 22:32:28 UTC
1629,130,219.14.117.95,desktop,Others,Maxthon,2021-05-21T00:29:47Z,2021-05-21 01:03:58 UTC
1630,131,181.97.218.95,TV,OS X,QQ Browser,2021-02-25T23:17:14Z,2021-02-26 01:26:17 UTC
1631,132,241.232.223.37,desktop,OS X,Unknown,2021-10-30T00:14:21Z,2021-10-30 02:16:53 UTC
1632,133,217.164.182.125,smartphone,Others,Samsung Internet,2021-04-07T14:24:29Z,2021-04-07 17:06:30 UTC
1633,134,230.135.64.161,smartphone,Unknown,Yandex Browser,2021-11-03T21:28:26Z,2021-11-03 23:35:07 UTC
1634,135,156.246.247.69,desktop,Linux,Puffin,2021-07-11T09:26:15Z,2021-07-11 12:05:07 UTC
1635,136,178.155.27.223,smartphone,OS X,KaiOS,2021-12-31T18:31:26Z,2021-12-31 21:11:16 UTC
1636,137,186.171.251.117,smartphone,Others,Mozilla,2021-05-20T13:14:27Z,2021-05-20 15:28:01 UTC
1637,138,91.230.255.93,desktop,Chrome OS,Sony PS4,2021-02-15T16:52:46Z,2021-02-15 19:16:51 UTC
1638,139,182.234.0.143,TV,Windows,Chrome,2021-11-18T10:20:35Z,2021-11-18 12:56:36 UTC
1639,140,92.107.211.57,smartphone,Windows,Sogou Explorer,2021-09-28T08:52:42Z,2021-09-28 11:16:02 UTC
1640,141,20.229.164.137,TV,Chrome OS,Opera,2021-12-29T04:57:23Z,2021-12-29 06:10:43 UTC
1641,142,225.201.56.61,TV,Others,Safari,2021-11-18T02:11:38Z,2021-11-18 03:47:51 UTC
1642,143,226.39.250.161,desktop,Windows,Android,2021-09-22T19:08:09Z,2021-09-22 21:47:10 UTC
1643,144,65.146.94.15,smartphone,Linux,Mozilla,2021-05-13T16:43:40Z,2021-05-13 18:55:53 UTC
1644,145,95.209.163.92,TV,Linux,Maxthon,2021-05-13T06:51:59Z,2021-05-13 07:38:58 UTC
1645,146,133.189.55.142,smartphone,Windows,KaiOS,2021-07-10T05:33:00Z,2021-07-10 05:54:38 UTC
1646,147,68.227.137.11,smartphone,Windows,Sogou Explorer,2021-02-02T09:20:43Z,2021-02-02 09:58:30 UTC
1647,148,24.199.123.74,TV,OS X,Edge,2021-02-09T06:12:20Z,2021-02-09 06:17:56 UTC
1648,149,83.246.247.214,TV,OS X,Edge,2021-05-23T09:23:47Z,2021-05-23 11:22:10 UTC
1649,150,239.213.0.204,TV,Windows,Puffin,2021-04-17T20:12:33Z,2021-04-17 22:31:59 UTC
1650,151,175.72.190.175,smartphone,Unknown,Whale Browser,2021-06-24T22:19:00Z,2021-06-24 23:50:44 UTC
1651,152,60.119.138.112,smartphone,OS X,Android,2021-12-10T19:37:33Z,2021-12-10 20:50:38 UTC
1652,153,232.218.52.2,TV,Linux,Maxthon,2021-01-09T23:58:25Z,2021-01-10 01:20:59 UTC
1653,154,191.110.146.226,smartphone,Chrome OS,Chromium,2021-10-29T16:06:33Z,2021-10-29 17:00:29 UTC
1654,155,140.141.196.34,TV,Linux,IE,2021-08-11T12:57:23Z,2021-08-11 14:49:00 UTC
1655,156,85.233.39.174,desktop,Windows,Mozilla,2021-07-30T08:21:12Z,2021-07-30 10:16:54 UTC
1656,157,104.228.250.160,desktop,Others,Maxthon,2021-11-01T11:06:01Z,2021-11-01 12:25:53 UTC
1657,158,230.139.167.71,smartphone,Linux,Whale Browser,2021-01-13T13:09:09Z,2021-01-13 15:19:15 UTC
1658,159,132.46.126.214,smartphone,Windows,Firefox,2021-05-15T23:12:54Z,2021-05-16 02:04:08 UTC
1659,160,0.56.255.21,smartphone,Windows,Edge,2021-03-28T05:14:40Z,2021-03-28 06:16:14 UTC
1660,161,17.241.210.54,TV,Unknown,Edge Legacy,2021-08-15T22:28:56Z,2021-08-16 00:52:55 UTC
1661,162,134.171.65.179,TV,Windows,Other,2021-12-09T02:11:57Z,2021-12-09 03:30:51 UTC
1662,163,14.46.34.168,TV,Unknown,Sony PS4,2021-08-18T06:20:28Z,2021-08-18 07:55:48 UTC
1663,164,72.12.104.196,desktop,Linux,Android,2021-05-14T04:45:37Z,2021-05-14 05:57:48 UTC
1664,165,116.238.60.166,TV,Linux,Other,2021-03-05T15:44:27Z,2021-03-05 18:38:59 UTC
1665,166,225.46.167.158,smartphone,Others,Yandex Browser,2021-03-24T15:21:09Z,2021-03-24 17:52:56 UTC
1666,167,195.226.20.93,smartphone,OS X,Puffin,2021-04-17T08:06:29Z,2021-04-17 08:13:34 UTC
1667,168,48.250.72.240,smartphone,OS X,Whale Browser,2021-04-29T18:09:16Z,2021-04-29 20:10:15 UTC
1668,169,51.254.76.198,desktop,Others,360 Safe Browser,2021-10-29T02:59:33Z,2021-10-29 04:58:52 UTC
1669,170,128.180.146.72,smartphone,Windows,Sony PS4,2021-07-22T11:52:17Z,2021-07-22 14:33:17 UTC
1670,171,19.32.91.254,desktop,OS X,Yandex Browser,2021-09-01T01:18:29Z,2021-09-01 02:14:20 UTC
1671,172,130.83.218.100,smartphone,Windows,IE,2021-10-10T14:43:21Z,2021-10-10 16:12:26 UTC
1672,173,92.51.108.108,desktop,Others,Edge Legacy,2021-02-10T02:04:31Z,2021-02-10 03:31:39 UTC
1673,174,28.71.242.131,smartphone,Linux,Edge Legacy,2021-04-01T04:20:48Z,2021-04-01 06:25:11 UTC
1674,175,44.211.89.184,smartphone,OS X,Yandex Browser,2021-10-12T23:48:26Z,2021-10-13 01:56:52 UTC
1675,176,133.248.198.231,smartphone,Chrome OS,IE,2021-11-06T12:09:02Z,2021-11-06 13:08:23 UTC
1676,177,143.180.194.124,smartphone,Linux,360 Safe Browser,2021-08-02T07:08:19Z,2021-08-02 08:08:12 UTC
1677,178,1.60.217.247,TV,Windows,Mozilla,2021-11-25T11:33:22Z,2021-11-25 13:43:47 UTC
1678,179,147.101.62.185,smartphone,Linux,Sony PS4,2021-08-11T10:51:48Z,2021-08-11 12:08:43 UTC
1679,180,11.180.238.71,desktop,Windows,360 Safe Browser,2021-02-18T09:55:07Z,2021-02-18 11:11:14 UTC
1680,181,37.167.35.89,TV,OS X,Android,2021-02-15T10:14:07Z,2021-02-15 10:26:21 UTC
1681,182,99.221.30.101,smartphone,Others,Edge,2021-03-09T22:43:19Z,2021-03-10 01:14:25 UTC
1682,183,242.33.232.12,desktop,Unknown,Coc Coc,2021-07-19T05:59:42Z,2021-07-19 08:37:37 UTC
1683,184,36.121.115.54,TV,Others,Edge Legacy,2021-03-25T16:46:15Z,2021-03-25 19:01:18 UTC
1684,185,62.161.136.7,TV,OS X,Other,2021-02-01T11:24:00Z,2021-02-01 12:02:30 UTC
1685,186,245.158.95.50,desktop,Linux,Safari,2021-08-27T14:54:40Z,2021-08-27 16:55:22 UTC
1686,187,86.137.157.105,desktop,Others,Other,2021-07-23T11:50:37Z,2021-07-23 13:00:22 UTC
1687,188,206.31.67.90,smartphone,Linux,Sony PS4,2021-01-23T09:25:36Z,2021-01-23 11:45:31 UTC
1688,189,57.158.179.53,smartphone,Windows,Opera,2021-05-11T04:22:10Z,2021-05-11 04:31:30 UTC
1689,190,104.208.166.205,desktop,Linux,Other,2021-10-15T23:28:23Z,2021-10-15 23:41:14 UTC
1690,191,246.131.173.122,smartphone,Linux,360 Safe Browser,2021-04-16T22:32:05Z,2021-04-17 00:45:02 UTC
1691,192,170.168.181.30,TV,Chrome OS,Sony PS4,2021-10-22T09:47:45Z,2021-10-22 09:51:09 UTC
1692,193,84.124.221.123,smartphone,Windows,Puffin,2021-07-23T08:44:18Z,2021-07-23 11:38:18 UTC
1693,194,191.135.127.159,smartphone,Chrome OS,Safari,2021-05-01T16:44:37Z,2021-05-01 18:51:46 UTC
1694,195,112.178.118.16,desktop,Chrome OS,UC Browser,2021-10-14T17:48:25Z,2021-10-14 18:47:42 UTC
1695,196,40.69.191.95,TV,Chrome OS,Edge,2021-04-21T10:18:18Z,2021-04-21 13:17:24 UTC
1696,197,25.115.159.97,smartphone,Linux,Chrome,2021-03-15T21:28:13Z,2021-03-16 00:17:29 UTC
1697,198,45.26.226.66,smartphone,Linux,Chrome,2021-09-29T21:06:12Z,2021-09-29 21:49:44 UTC
1698,199,43.164.152.148,desktop,OS X,Sogou Explorer,2021-12-16T02:57:45Z,2021-12-16 04:20:20 UTC
1699,200,72.207.0.51,desktop,Linux,IE,2021-09-17T20:13:01Z,2021-09-17 22:12:28 UTC
1700,201,180.213.88.113,smartphone,OS X,Other,2021-09-15T23:05:47Z,2021-09-16 00:50:46 UTC
1701,202,15.161.2.47,smartphone,Others,Chrome,2021-04-15T15:59:30Z,2021-04-15 17:37:34 UTC
1702,203,187.108.112.80,desktop,Others,Sony PS4,2021-02-25T23:40:48Z,2021-02-26 02:36:46 UTC
1703,204,188.219.40.201,desktop,Others,Chromium,2021-01-31T10:18:12Z,2021-01-31 11:49:15 UTC
1704,205,134.127.165.252,desktop,Chrome OS,Android,2021-06-09T19:16:16Z,2021-06-09 22:11:59 UTC
1705,206,33.15.174.130,desktop,OS X,UC Browser,2021-07-20T16:26:31Z,2021-07-20 17:28:13 UTC
1706,207,166.245.76.115,TV,Linux,Sony PS4,2021-12-23T05:54:48Z,2021-12-23 07:51:51 UTC
1707,208,97.94.241.110,smartphone,Linux,Maxthon,2021-12-27T00:11:10Z,2021-12-27 02:52:44 UTC
1708,209,190.98.154.217,smartphone,Unknown,Yandex Browser,2021-07-14T06:25:21Z,2021-07-14 08:55:39 UTC
1709,210,198.227.245.36,smartphone,Unknown,Chromium,2021-05-01T19:10:56Z,2021-05-01 19:52:22 UTC
1710,211,75.188.44.232,smartphone,Others,KaiOS,2021-05-24T22:48:00Z,2021-05-24 23:51:12 UTC
1711,212,28.92.61.54,smartphone,Others,Mozilla,2021-10-16T00:12:09Z,2021-10-16 00:56:01 UTC
1712,213,73.62.228.160,smartphone,OS X,Unknown,2021-09-26T21:38:50Z,2021-09-27 00:05:10 UTC
1713,214,25.138.61.95,desktop,Linux,IE,2021-07-03T08:14:16Z,2021-07-03 10:54:40 UTC
1714,215,83.65.56.232,TV,Unknown,Other,2021-08-26T21:27:30Z,2021-08-27 00:09:24 UTC
1715,216,165.112.32.86,desktop,Windows,360 Safe Browser,2021-09-24T11:24:42Z,2021-09-24 13:51:53 UTC
1716,217,213.39.28.62,TV,Unknown,Unknown,2021-03-21T04:05:10Z,2021-03-21 06:44:49 UTC
1717,218,13.219.76.193,smartphone,Others,Yandex Browser,2021-11-08T03:12:46Z,2021-11-08 04:09:11 UTC
1718,219,64.233.11.185,desktop,Windows,Chromium,2021-01-14T19:42:31Z,2021-01-14 21:09:52 UTC
1719,220,84.83.58.76,desktop,Unknown,KaiOS,2021-12-19T01:10:56Z,2021-12-19 01:11:22 UTC
1720,221,59.226.114.57,desktop,OS X,KaiOS,2021-08-24T17:56:29Z,2021-08-24 18:07:19 UTC
1721,222,231.83.154.124,TV,Linux,Puffin,2021-10-18T12:22:24Z,2021-10-18 15:15:44 UTC
1722,223,195.243.119.187,TV,Others,Other,2021-02-22T07:18:31Z,2021-02-22 10:04:13 UTC
1723,224,104.107.171.225,TV,Linux,Maxthon,2021-10-16T23:51:42Z,2021-10-17 02:10:56 UTC
1724,225,246.142.88.19,TV,OS X,Maxthon,2021-07-13T23:47:27Z,2021-07-14 00:24:32 UTC
1725,226,20.68.33.185,smartphone,Linux,KaiOS,2021-01-24T06:41:55Z,2021-01-24 07:19:34 UTC
1726,227,144.234.194.110,TV,Others,Mozilla,2021-08-03T07:05:15Z,2021-08-03 08:11:59 UTC
1727,228,169.18.24.102,smartphone,Unknown,Edge,2021-03-07T13:50:09Z,2021-03-07 15:05:06 UTC
1728,229,28.100.227.93,smartphone,OS X,Other,2021-05-13T18:43:00Z,2021-05-13 20:50:16 UTC
1729,230,228.176.50.88,smartphone,Chrome OS,Android,2021-08-07T07:47:10Z,2021-08-07 08:39:05 UTC
1730,231,205.102.25.14,smartphone,OS X,Edge,2021-04-15T11:15:22Z,2021-04-15 12:56:43 UTC
1731,232,226.180.26.64,desktop,Unknown,Sony PS4,2021-10-18T17:17:55Z,2021-10-18 19:30:45 UTC
1732,233,252.60.66.71,desktop,Unknown,UC Browser,2021-02-22T19:31:00Z,2021-02-22 20:51:43 UTC
1733,234,193.240.72.106,desktop,Windows,Chrome,2021-06-14T19:20:41Z,2021-06-14 19:47:48 UTC
1734,235,150.43.137.111,TV,Linux,Sony PS4,2021-02-15T17:06:54Z,2021-02-15 17:28:50 UTC
